from,to,relation,evidence,confidence
src/framework/plugins/group-governance.ts,src/services/group-governance-service.ts,module import,static import graph,high
src/framework/plugins/group-moderation.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/group-moderation.ts,src/framework/validation.ts,module import,static import graph,high
src/framework/plugins/group-moderation.ts,src/permissions.ts,module import,static import graph,high
src/framework/plugins/group-moderation.ts,src/services/group-moderation-service.ts,module import,static import graph,high
src/framework/plugins/group-safety.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/group-safety.ts,src/framework/validation.ts,module import,static import graph,high
src/framework/plugins/group-safety.ts,src/permissions.ts,module import,static import graph,high
src/framework/plugins/group-safety.ts,src/services/group-safety-service.ts,module import,static import graph,high
src/framework/plugins/group-setup-mission.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/group-setup-mission.ts,src/framework/group-setup.ts,module import,static import graph,high
src/framework/plugins/group-setup-mission.ts,src/framework/mission.ts,module import,static import graph,high
src/framework/plugins/group-setup-mission.ts,src/framework/validation.ts,module import,static import graph,high
src/framework/plugins/group-setup-mission.ts,src/services/group-configuration-service.ts,module import,static import graph,high
src/framework/plugins/group.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/group.ts,src/framework/validation.ts,module import,static import graph,high
src/framework/plugins/group.ts,src/permissions.ts,module import,static import graph,high
src/framework/plugins/group.ts,src/services/group-configuration-service.ts,module import,static import graph,high
src/framework/plugins/group.ts,src/services/group-context-service.ts,module import,static import graph,high
src/framework/plugins/knowledge.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/knowledge.ts,src/framework/validation.ts,module import,static import graph,high
src/framework/plugins/knowledge.ts,src/permissions.ts,module import,static import graph,high
src/framework/plugins/knowledge.ts,src/services/knowledge-service.ts,module import,static import graph,high
src/framework/plugins/media.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/media.ts,src/media.ts,module import,static import graph,high
src/framework/plugins/menu.ts,src/framework/command-copy.ts,module import,static import graph,high
src/framework/plugins/menu.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/menu.ts,src/services/developer-mode-service.ts,module import,static import graph,high
src/framework/plugins/scene.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/scene.ts,src/framework/validation.ts,module import,static import graph,high
src/framework/plugins/scene.ts,src/permissions.ts,module import,static import graph,high
src/framework/plugins/scene.ts,src/services/scene-service.ts,module import,static import graph,high
src/framework/plugins/sentry.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/sentry.ts,src/sentry.ts,module import,static import graph,high
src/framework/plugins/suggestion-relay.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/suggestion-relay.ts,src/framework/validation.ts,module import,static import graph,high
src/framework/plugins/suggestion-relay.ts,src/services/suggestion-relay-service.ts,module import,static import graph,high
src/framework/plugins/technical.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/technical.ts,src/framework/validation.ts,module import,static import graph,high
src/framework/plugins/technical.ts,src/permissions.ts,module import,static import graph,high
src/framework/plugins/tools-search.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/utility-fun.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/utility.ts,src/framework/command-copy.ts,module import,static import graph,high
src/framework/plugins/utility.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/utility.ts,src/framework/plugins/utility-fun.ts,module import,static import graph,high
src/framework/plugins/welcome-leave.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/plugins/welcome-leave.ts,src/services/group-configuration-service.ts,module import,static import graph,high
src/framework/plugins/welcome-leave.ts,src/services/group-context-service.ts,module import,static import graph,high
src/framework/service-registry.ts,src/framework/contracts.ts,module import,static import graph,high
src/framework/sessions.ts,src/framework/contracts.ts,module import,static import graph,high
src/index.ts,src/ai-handler.ts,module import,static import graph,high
src/index.ts,src/config.ts,module import,static import graph,high
src/index.ts,src/errors.ts,module import,static import graph,high
src/index.ts,src/framework/application.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/afk.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/ai.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/character-guide.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/codebase.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/developer-mode.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/diagnostics.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/economy.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/group-context.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/group-governance.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/group-moderation.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/group-safety.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/group-setup-mission.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/group.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/knowledge.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/media.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/menu.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/scene.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/sentry.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/suggestion-relay.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/technical.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/tools-search.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/utility.ts,module import,static import graph,high
src/index.ts,src/framework/plugins/welcome-leave.ts,module import,static import graph,high
src/index.ts,src/framework/validation.ts,module import,static import graph,high
src/index.ts,src/lifecycle.ts,module import,static import graph,high
src/index.ts,src/logger.ts,module import,static import graph,high
src/index.ts,src/mongodb.ts,module import,static import graph,high
src/index.ts,src/permissions.ts,module import,static import graph,high
src/index.ts,src/redis.ts,module import,static import graph,high
src/index.ts,src/sentry.ts,module import,static import graph,high
src/index.ts,src/services/afk-service.ts,module import,static import graph,high
src/index.ts,src/services/character-guide-service.ts,module import,static import graph,high
src/index.ts,src/services/developer-mode-service.ts,module import,static import graph,high
src/index.ts,src/services/economy-service.ts,module import,static import graph,high
src/index.ts,src/services/group-configuration-service.ts,module import,static import graph,high
src/index.ts,src/services/group-context-service.ts,module import,static import graph,high
src/index.ts,src/services/group-governance-service.ts,module import,static import graph,high
src/index.ts,src/services/group-moderation-service.ts,module import,static import graph,high
src/index.ts,src/services/group-safety-service.ts,module import,static import graph,high
src/index.ts,src/services/knowledge-service.ts,module import,static import graph,high
src/index.ts,src/services/platform-guardrail-service.ts,module import,static import graph,high
src/index.ts,src/services/scene-service.ts,module import,static import graph,high
src/index.ts,src/services/suggestion-relay-service.ts,module import,static import graph,high
src/index.ts,src/storage.ts,module import,static import graph,high
src/index.ts,src/whatsapp.ts,module import,static import graph,high
src/lifecycle.ts,src/config.ts,module import,static import graph,high
src/lifecycle.ts,src/errors.ts,module import,static import graph,high
src/lifecycle.ts,src/framework/application.ts,module import,static import graph,high
src/lifecycle.ts,src/logger.ts,module import,static import graph,high
src/lifecycle.ts,src/sentry.ts,module import,static import graph,high
src/lifecycle.ts,src/storage.ts,module import,static import graph,high
src/lifecycle.ts,src/whatsapp.ts,module import,static import graph,high
src/logger.ts,src/config.ts,module import,static import graph,high
src/media.ts,src/framework/contracts.ts,module import,static import graph,high
src/mongodb.ts,src/framework/contracts.ts,module import,static import graph,high
src/permissions.ts,src/framework/contracts.ts,module import,static import graph,high
src/permissions.ts,src/framework/validation.ts,module import,static import graph,high
src/permissions.ts,src/services/developer-mode-service.ts,module import,static import graph,high
src/redis.ts,src/framework/contracts.ts,module import,static import graph,high
src/sentry.ts,src/config.ts,module import,static import graph,high
src/sentry.ts,src/logger.ts,module import,static import graph,high
src/services/afk-service.ts,src/framework/contracts.ts,module import,static import graph,high
src/services/afk-service.ts,src/storage-helpers.ts,module import,static import graph,high
src/services/character-guide-service.ts,src/framework/contracts.ts,module import,static import graph,high
src/services/character-guide-service.ts,src/framework/validation.ts,module import,static import graph,high
src/services/character-guide-service.ts,src/services/character-sheet-parser.ts,module import,static import graph,high
src/services/developer-mode-service.ts,src/framework/contracts.ts,module import,static import graph,high
src/services/developer-mode-service.ts,src/storage-helpers.ts,module import,static import graph,high
src/services/economy-service.ts,src/framework/contracts.ts,module import,static import graph,high
src/services/economy-service.ts,src/framework/validation.ts,module import,static import graph,high
src/services/economy-service.ts,src/redis.ts,module import,static import graph,high
src/services/group-configuration-service.ts,src/framework/contracts.ts,module import,static import graph,high
src/services/group-configuration-service.ts,src/storage-helpers.ts,module import,static import graph,high
src/services/group-context-service.ts,src/framework/contracts.ts,module import,static import graph,high
src/services/group-context-service.ts,src/framework/validation.ts,module import,static import graph,high
src/services/group-governance-service.ts,src/framework/contracts.ts,module import,static import graph,high
src/services/group-governance-service.ts,src/framework/operations.ts,module import,static import graph,high
src/services/group-governance-service.ts,src/framework/validation.ts,module import,static import graph,high
src/services/group-governance-service.ts,src/services/platform-guardrail-service.ts,module import,static import graph,high
src/services/group-moderation-service.ts,src/framework/contracts.ts,module import,static import graph,high
src/services/group-moderation-service.ts,src/framework/operations.ts,module import,static import graph,high
src/services/group-moderation-service.ts,src/services/platform-guardrail-service.ts,module import,static import graph,high
src/services/group-moderation-service.ts,src/storage-helpers.ts,module import,static import graph,high
src/services/group-safety-service.ts,src/framework/contracts.ts,module import,static import graph,high
src/services/group-safety-service.ts,src/redis.ts,module import,static import graph,high
src/services/group-safety-service.ts,src/services/platform-guardrail-service.ts,module import,static import graph,high
src/services/group-safety-service.ts,src/storage-helpers.ts,module import,static import graph,high
src/services/knowledge-service.ts,src/framework/contracts.ts,module import,static import graph,high
src/services/knowledge-service.ts,src/services/platform-guardrail-service.ts,module import,static import graph,high
src/services/knowledge-service.ts,src/storage-helpers.ts,module import,static import graph,high
src/services/platform-guardrail-service.ts,src/framework/contracts.ts,module import,static import graph,high
src/services/platform-guardrail-service.ts,src/framework/guardrails.ts,module import,static import graph,high
src/services/platform-guardrail-service.ts,src/framework/validation.ts,module import,static import graph,high
src/services/scene-service.ts,src/framework/contracts.ts,module import,static import graph,high
src/services/scene-service.ts,src/framework/validation.ts,module import,static import graph,high
src/services/scene-service.ts,src/services/platform-guardrail-service.ts,module import,static import graph,high
src/services/suggestion-relay-service.ts,src/framework/contracts.ts,module import,static import graph,high
src/services/suggestion-relay-service.ts,src/framework/operations.ts,module import,static import graph,high
src/services/suggestion-relay-service.ts,src/framework/validation.ts,module import,static import graph,high
src/services/suggestion-relay-service.ts,src/services/knowledge-service.ts,module import,static import graph,high
src/services/suggestion-relay-service.ts,src/services/platform-guardrail-service.ts,module import,static import graph,high
src/services/suggestion-relay-service.ts,src/services/scene-service.ts,module import,static import graph,high
src/storage-helpers.ts,src/framework/validation.ts,module import,static import graph,high
src/storage.ts,src/config.ts,module import,static import graph,high
src/storage.ts,src/errors.ts,module import,static import graph,high
src/storage.ts,src/logger.ts,module import,static import graph,high
src/whatsapp.ts,src/config.ts,module import,static import graph,high
src/whatsapp.ts,src/errors.ts,module import,static import graph,high
src/whatsapp.ts,src/framework/buttons.ts,module import,static import graph,high
src/whatsapp.ts,src/framework/contracts.ts,module import,static import graph,high
src/whatsapp.ts,src/framework/validation.ts,module import,static import graph,high
src/whatsapp.ts,src/logger.ts,module import,static import graph,high
src/whatsapp.ts,src/redis.ts,module import,static import graph,high
src/whatsapp.ts,src/storage.ts,module import,static import graph,high
tests/runtime-acceptance.test.js,"{
    name: 'acceptance-menu-command',
    load(context) {
      context.commands.register({
        name: 'status',
   ",registers plugin,static registration call,high
tests/runtime-acceptance.test.js,"{
    name: 'acceptance-message-gate',
    load(context) {
      context.messageGates.register('deny-acceptance-message'",registers plugin,static registration call,high
tests/runtime-acceptance.test.js,"{
    name: 'acceptance-permission',
    load(context) {
      context.commands.register({
        name: 'protected',
  ",registers plugin,static registration call,high
tests/runtime-acceptance.test.js,"{
    name: 'acceptance-rejections',
    load(context) {
      context.commands.register({
        name: 'validated',
  ",registers plugin,static registration call,high
tests/runtime-acceptance.test.js,"{
    name: 'acceptance-runtime',
    load(context) {
      context.commands.register({
        name: 'echo',
        al",registers plugin,static registration call,high
tests/runtime-acceptance.test.js,"{
    name: 'acceptance-stop',
    load(context) {
      context.commands.register({
        name: 'stop-check',
       ",registers plugin,static registration call,high
tests/integration.test.js,"{
    name: 'base-plugin',
    ready() { readyOrder.push('base') },
  }",registers plugin,static registration call,high
tests/integration.test.js,"{
    name: 'dependent-plugin',
    dependencies: ['base-plugin'],
    ready() { readyOrder.push('dependent') },
  }",registers plugin,static registration call,high
tests/integration.test.js,"{
    name: 'fault-isolation',
    load(context) {
      context.commands.register({ name: 'bad', handler: () => { throw",registers plugin,static registration call,high
tests/integration.test.js,"{
    name: 'sample-plugin',
    load(context) {
      lifecycle.push('plugin:load')
      context.commands.register({
 ",registers plugin,static registration call,high
src/index.ts,codebasePlugin,registers plugin,static registration call,high
tests/codebase-export.test.js,codebasePlugin,registers plugin,static registration call,high
tests/afk.test.js,createAfkPlugin(core),registers plugin,static registration call,high
src/index.ts,createAfkPlugin(whatsapp),registers plugin,static registration call,high
tests/xkiro-ai.test.js,"createAiPlugin({
    transport: async () => ({ content: 'jawaban prefix titik' }),
  })",registers plugin,static registration call,high
tests/xkiro-ai.test.js,"createAiPlugin({
    transport: async (input) => {
      calls.push(input)
      return { content: 'jawaban untuk WhatsA",registers plugin,static registration call,high
src/index.ts,createAiPlugin({ fallbackEnabled: config.XKIRO_AI_FALLBACK_ENABLED }),registers plugin,static registration call,high
src/index.ts,createCharacterGuidePlugin(whatsapp),registers plugin,static registration call,high
tests/welcome-leave-context.test.js,createGroupContextPlugin(core),registers plugin,static registration call,high
src/index.ts,createGroupContextPlugin(whatsapp),registers plugin,static registration call,high
tests/r8-group-governance.test.js,createGroupGovernancePlugin(core),registers plugin,static registration call,high
src/index.ts,createGroupGovernancePlugin(whatsapp),registers plugin,static registration call,high
src/index.ts,createGroupModerationPlugin(whatsapp),registers plugin,static registration call,high
tests/r1-group-safety.test.js,createGroupSafetyPlugin(core),registers plugin,static registration call,high
src/index.ts,createGroupSafetyPlugin(whatsapp),registers plugin,static registration call,high
src/index.ts,createGroupSetupMissionPlugin(whatsapp),registers plugin,static registration call,high
tests/r4-knowledge.test.js,createKnowledgePlugin(core),registers plugin,static registration call,high
src/index.ts,createKnowledgePlugin(whatsapp),registers plugin,static registration call,high
tests/r6-scene.test.js,createScenePlugin(core),registers plugin,static registration call,high
src/index.ts,createScenePlugin(whatsapp),registers plugin,static registration call,high
src/index.ts,createSentryPlugin(sentry),registers plugin,static registration call,high
tests/welcome-leave-context.test.js,createWelcomeLeavePlugin(core),registers plugin,static registration call,high
src/index.ts,createWelcomeLeavePlugin(whatsapp),registers plugin,static registration call,high
src/index.ts,developerModePlugin,registers plugin,static registration call,high
tests/developer-mode.test.js,developerModePlugin,registers plugin,static registration call,high
src/index.ts,diagnosticsPlugin,registers plugin,static registration call,high
tests/integration.test.js,diagnosticsPlugin,registers plugin,static registration call,high
src/index.ts,economyPlugin,registers plugin,static registration call,high
src/index.ts,groupPlugin,registers plugin,static registration call,high
tests/group-configuration.test.js,groupPlugin,registers plugin,static registration call,high
tests/group.test.js,groupPlugin,registers plugin,static registration call,high
tests/integration.test.js,groupPlugin,registers plugin,static registration call,high
tests/permissions.test.js,groupPlugin,registers plugin,static registration call,high
tests/welcome-leave-context.test.js,groupPlugin,registers plugin,static registration call,high
src/index.ts,mediaPlugin,registers plugin,static registration call,high
src/index.ts,menuPlugin,registers plugin,static registration call,high
tests/afk.test.js,menuPlugin,registers plugin,static registration call,high
tests/runtime-acceptance.test.js,menuPlugin,registers plugin,static registration call,high
tests/welcome-leave-context.test.js,menuPlugin,registers plugin,static registration call,high
src/index.ts,suggestionRelayPlugin,registers plugin,static registration call,high
src/index.ts,technicalPlugin,registers plugin,static registration call,high
tests/integration.test.js,technicalPlugin,registers plugin,static registration call,high
src/index.ts,toolsSearchPlugin,registers plugin,static registration call,high
src/index.ts,utilityPlugin,registers plugin,static registration call,high
tests/integration.test.js,"{
    name: 'sample-service',
    initialize() { lifecycle.push('service:init') },
    shutdown() { lifecycle.push('serv",registers service,static registration call,high
tests/afk.test.js,afk,registers service,static registration call,high
src/index.ts,AfkService,registers service,static registration call,high
src/index.ts,CharacterGuideService,registers service,static registration call,high
tests/group.test.js,configuration,registers service,static registration call,high
src/index.ts,DeveloperModeService,registers service,static registration call,high
src/index.ts,EconomyService,registers service,static registration call,high
tests/r8-group-governance.test.js,governance,registers service,static registration call,high
tests/afk.test.js,groupConfiguration,registers service,static registration call,high
src/index.ts,GroupConfigurationService,registers service,static registration call,high
tests/group-configuration.test.js,GroupConfigurationService,registers service,static registration call,high
tests/group.test.js,GroupConfigurationService,registers service,static registration call,high
tests/welcome-leave-context.test.js,GroupConfigurationService,registers service,static registration call,high
tests/welcome-leave-context.test.js,groupContext,registers service,static registration call,high
src/index.ts,GroupContextService,registers service,static registration call,high
src/index.ts,GroupGovernanceService,registers service,static registration call,high
src/index.ts,GroupModerationService,registers service,static registration call,high
src/index.ts,GroupSafetyService,registers service,static registration call,high
tests/r1-group-safety.test.js,guardrails,registers service,static registration call,high
tests/r4-knowledge.test.js,guardrails,registers service,static registration call,high
tests/r6-scene.test.js,guardrails,registers service,static registration call,high
tests/r8-group-governance.test.js,guardrails,registers service,static registration call,high
tests/r4-knowledge.test.js,knowledge,registers service,static registration call,high
src/index.ts,KnowledgeService,registers service,static registration call,high
src/index.ts,mongodb,registers service,static registration call,high
src/index.ts,PlatformGuardrailService,registers service,static registration call,high
src/index.ts,redis,registers service,static registration call,high
tests/r1-group-safety.test.js,safety,registers service,static registration call,high
tests/r6-scene.test.js,scenes,registers service,static registration call,high
src/index.ts,SceneService,registers service,static registration call,high
tests/developer-mode.test.js,service,registers service,static registration call,high
src/index.ts,SuggestionRelayService,registers service,static registration call,high
